sample_rank,repo_id,repo_name,year,observation_status,observation_end,created_at,llm_native_manual,llm_native_confidence,collaboration_niche,agent_proximity,language,first_event_at,last_event_at,event_rows,event_rows_from_api,active_actors,push_events,push_commits,issues_opened,issues_closed,issues_reopened,issues_opened_author_missing,issues_opened_by_bot,issues_opened_by_human,issues_opened_by_external,issue_median_close_days,issues_closed_with_duration,prs_opened,pr_events_from_api,prs_merged,prs_closed_unmerged,prs_reopened,prs_opened_author_missing,prs_opened_by_bot,prs_opened_by_human,prs_opened_by_external,pr_median_merge_days,prs_merged_with_duration,pr_median_close_unmerged_days,prs_closed_unmerged_with_duration,issue_pr_comment_events,comment_events_author_missing,comment_events_by_bot,comment_events_by_human,pr_review_events,reviews_approved,reviews_changes_requested,review_events_by_maintainer,pr_review_comment_events,review_comment_events_author_missing,review_comment_events_by_bot,review_comment_events_by_human,non_human_public_events,human_public_events,source,quality_flag
50,1043426082,OpenHands/software-agent-sdk,2026,observed,2026-08-29,2025-08-23,llm_native,high,agent_framework,agent_building,Python,2026-01-01 02:18:51,2026-08-27 12:43:29,43379,34119,327,2928,0,731,693,8,0,617,154,154,1.87,693,1633,3181,1203,370,3,259,1618,0,0,,0,1.96,360,2224,0,1180,1044,1349,269,19,0,1296,0,149,1147,14046,2345,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
51,1165324947,agentscope-ai/QwenPaw,2022,not_public_yet,2022-12-31,2026-02-24,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
51,1165324947,agentscope-ai/QwenPaw,2023,not_public_yet,2023-12-31,2026-02-24,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
51,1165324947,agentscope-ai/QwenPaw,2024,not_public_yet,2024-12-31,2026-02-24,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
51,1165324947,agentscope-ai/QwenPaw,2025,not_public_yet,2025-12-31,2026-02-24,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
51,1165324947,agentscope-ai/QwenPaw,2026,observed,2026-08-29,2026-02-24,llm_native,high,agent_application,direct_agent_experience,Python,2026-02-27 07:03:00,2026-08-28 09:45:17,11662,731,5378,843,0,616,269,2,0,0,616,616,1.62,267,293,523,177,109,6,293,261,0,0,,0,3.92,84,1729,0,586,1143,781,192,0,0,1064,0,924,140,1771,1899,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
52,949546994,NVIDIA-NeMo/RL,2022,not_public_yet,2022-12-31,2025-03-16,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
52,949546994,NVIDIA-NeMo/RL,2023,not_public_yet,2023-12-31,2025-03-16,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
52,949546994,NVIDIA-NeMo/RL,2024,not_public_yet,2024-12-31,2025-03-16,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
52,949546994,NVIDIA-NeMo/RL,2025,observed,2025-12-31,2025-03-16,llm_native,high,model_infra,supporting_infrastructure,Python,2025-04-02 18:22:03,2025-12-31 22:57:04,11286,79,920,3369,9814,259,129,19,0,0,259,221,31.39,129,439,64,258,85,12,94,20,344,267,1.39,250,11.15,83,1621,0,698,923,2008,438,33,231,1719,0,337,1382,1055,2908,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
52,949546994,NVIDIA-NeMo/RL,2026,observed,2026-08-29,2025-03-16,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-02 03:21:44,2026-08-28 06:44:27,5920,0,300,2736,0,48,26,0,0,0,48,48,31.15,26,148,0,0,7,0,148,0,0,0,,0,,0,712,0,321,391,602,128,0,0,610,0,141,469,462,908,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
53,818331198,pydantic/pydantic-ai,2022,not_public_yet,2022-12-31,2024-06-21,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
53,818331198,pydantic/pydantic-ai,2023,not_public_yet,2023-12-31,2024-06-21,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
53,818331198,pydantic/pydantic-ai,2024,observed,2024-12-31,2024-06-21,llm_native,high,agent_framework,agent_building,Python,2024-11-18 09:30:48,2024-12-31 23:42:01,7018,43,4513,427,607,218,146,3,0,0,218,201,0.21,146,167,10,116,20,3,0,0,167,68,0.05,116,0.96,20,713,0,99,614,330,31,3,142,402,0,11,391,110,1390,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
53,818331198,pydantic/pydantic-ai,2025,observed,2025-12-31,2024-06-21,llm_native,high,agent_framework,agent_building,Python,2025-01-01 00:22:27,2025-12-31 23:32:40,29128,1080,8692,3144,7584,1197,784,55,0,0,1197,1131,4.32,784,1299,866,960,284,31,160,348,1139,706,0.15,705,6.46,274,6474,0,992,5482,2585,271,328,653,3618,0,79,3539,1419,11357,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
53,818331198,pydantic/pydantic-ai,2026,observed,2026-08-29,2024-06-21,llm_native,high,agent_framework,agent_building,Python,2026-01-01 00:17:55,2026-08-28 06:13:55,12505,538,1328,2170,0,185,113,3,0,6,179,185,9.02,112,230,473,121,166,8,230,216,0,0,,0,7,131,958,0,168,790,2921,28,141,0,3240,0,1757,1483,2147,2452,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
54,968197216,google-gemini/gemini-cli,2022,not_public_yet,2022-12-31,2025-04-17,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
54,968197216,google-gemini/gemini-cli,2023,not_public_yet,2023-12-31,2025-04-17,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
54,968197216,google-gemini/gemini-cli,2024,not_public_yet,2024-12-31,2025-04-17,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
54,968197216,google-gemini/gemini-cli,2025,observed,2025-12-31,2025-04-17,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-04-18 04:27:45,2025-12-31 23:53:56,118670,5221,60023,7233,25492,6047,3060,144,0,108,5939,5529,6.35,3054,3035,3335,1770,1058,47,636,1478,2358,1290,0.34,958,2.87,1004,17022,0,4626,12396,9160,1797,93,2868,7715,0,3720,3995,9948,24688,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
54,968197216,google-gemini/gemini-cli,2026,observed,2026-08-29,2025-04-17,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:24:23,2026-08-27 09:14:27,57727,3261,7770,6562,0,1851,1513,64,0,16,1835,1850,63.37,1490,1279,2647,605,1047,136,1276,1200,0,0,,0,14.8,824,12727,0,8270,4457,3556,767,44,11,3293,0,1722,1571,11208,7863,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
55,158256479,apache/iceberg,2022,observed,2022-12-31,2018-11-19,traditional,high,model_infra,supporting_infrastructure,Java,2022-01-01 08:15:26,2022-12-31 18:29:31,53437,165,2251,1469,2222,657,466,9,0,0,657,577,34.06,466,2005,124,1379,373,73,0,59,1946,1442,2.24,1379,6.23,373,7766,0,273,7493,19310,2445,108,5251,17929,0,0,17929,332,28025,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
55,158256479,apache/iceberg,2023,observed,2023-12-31,2018-11-19,traditional,high,model_infra,supporting_infrastructure,Java,2023-01-01 00:13:29,2023-12-31 23:02:25,45201,179,2389,1604,3887,862,690,17,0,0,862,776,188.55,690,2010,109,1382,407,71,0,375,1635,1769,1.56,1382,8.19,407,7739,0,726,7013,14582,2175,99,2287,13915,0,0,13915,1101,23425,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
55,158256479,apache/iceberg,2024,observed,2024-12-31,2018-11-19,traditional,high,model_infra,supporting_infrastructure,Java,2024-01-01 00:13:31,2024-12-31 19:03:14,43826,135,2779,1501,136787,708,1175,15,0,0,708,632,421.73,1175,1768,92,1180,938,65,0,371,1397,1500,1.34,1180,255.19,938,9319,0,3280,6039,13043,2055,58,2188,11935,0,0,11935,3651,20079,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
55,158256479,apache/iceberg,2025,observed,2025-12-31,2018-11-19,traditional,high,model_infra,supporting_infrastructure,Java,2025-01-01 00:16:51,2025-12-31 09:31:19,36755,1165,2443,1344,2011,610,652,15,0,0,610,572,195.87,652,1696,1074,1172,559,116,150,632,1315,1341,1.37,886,38.58,549,7105,0,1705,5400,11071,2055,24,1831,9842,0,2,9840,2387,17165,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
55,158256479,apache/iceberg,2026,observed,2026-08-29,2018-11-19,traditional,high,model_infra,supporting_infrastructure,Java,2026-01-01 00:21:57,2026-08-28 14:04:54,7360,615,529,509,0,76,113,2,0,0,76,76,195.56,113,278,555,187,119,9,273,262,0,0,,0,38.96,106,1109,0,386,723,1888,423,6,13,1645,0,43,1602,691,2401,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
56,730534580,infiniflow/ragflow,2022,not_public_yet,2022-12-31,2023-12-12,llm_native,high,agent_runtime_infra,supporting_infrastructure,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
56,730534580,infiniflow/ragflow,2023,not_observed,2023-12-31,2023-12-12,llm_native,high,agent_runtime_infra,supporting_infrastructure,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,no_event_rows_not_equivalent_to_no_activity
56,730534580,infiniflow/ragflow,2024,observed,2024-12-31,2023-12-12,llm_native,high,agent_runtime_infra,supporting_infrastructure,Go,2024-03-08 05:36:14,2024-12-31 22:47:23,43151,184,27388,1763,2872,2004,1272,30,0,0,2004,1889,1.8,1272,1934,104,1697,138,9,0,31,1903,996,0.01,1697,0.06,138,4987,0,9,4978,676,172,51,281,576,0,0,576,40,9461,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
56,730534580,infiniflow/ragflow,2025,observed,2025-12-31,2023-12-12,llm_native,high,agent_runtime_infra,supporting_infrastructure,Go,2025-01-01 00:07:43,2025-12-31 23:36:25,64440,1977,38605,2014,1602,3199,1182,49,0,0,3199,3182,1.78,1179,2457,1669,2118,289,20,346,650,2107,1616,0.06,1543,0.74,268,11555,0,2044,9511,495,213,51,110,353,0,28,325,2723,15142,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
56,730534580,infiniflow/ragflow,2026,observed,2026-08-29,2023-12-12,llm_native,high,agent_runtime_infra,supporting_infrastructure,Go,2026-01-01 02:23:13,2026-08-28 09:15:07,9944,800,3325,1088,0,253,261,6,0,0,253,253,386.76,260,383,717,300,85,6,378,351,0,0,,0,2.48,58,1453,0,503,950,480,62,17,11,455,0,384,71,1238,1274,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
57,86031674,wandb/wandb,2022,observed,2022-12-31,2017-03-24,traditional,high,model_infra,supporting_infrastructure,Python,2022-01-01 00:11:06,2022-12-31 22:08:57,21102,94,2588,6260,23451,690,437,243,0,0,690,688,11.57,437,902,52,608,182,7,0,0,902,660,1.01,608,11.81,182,5180,0,1510,3670,2548,735,52,494,2067,0,0,2067,1510,7329,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
57,86031674,wandb/wandb,2023,observed,2023-12-31,2017-03-24,traditional,high,model_infra,supporting_infrastructure,Python,2023-01-01 01:47:23,2023-12-31 19:05:52,27400,120,3812,9246,50026,706,484,52,0,0,706,706,15.56,484,1325,69,929,324,10,0,1,1324,974,0.94,929,55.11,324,5505,0,953,4552,3317,1106,38,511,2741,0,20,2721,974,9303,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
57,86031674,wandb/wandb,2024,observed,2024-12-31,2017-03-24,traditional,high,model_infra,supporting_infrastructure,Python,2024-01-01 01:15:37,2024-12-31 22:38:24,30811,112,2884,10022,1323387,529,683,32,0,4,525,529,198.98,683,1823,86,1421,388,9,0,120,1703,1379,0.3,1421,46.76,388,5734,0,2144,3590,4656,1671,50,1279,3614,0,7,3607,2275,9425,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
57,86031674,wandb/wandb,2025,observed,2025-12-31,2017-03-24,traditional,high,model_infra,supporting_infrastructure,Python,2025-01-01 00:34:17,2025-12-31 23:56:27,24389,865,1666,9597,45636,246,162,8,0,0,246,246,14.87,161,1258,836,1025,189,1,149,547,858,918,0.87,743,4.98,185,4761,0,2700,2061,3020,1127,11,1044,2539,0,2,2537,3297,5702,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
57,86031674,wandb/wandb,2026,observed,2026-08-29,2017-03-24,traditional,high,model_infra,supporting_infrastructure,Python,2026-01-01 01:09:50,2026-08-28 00:42:25,4431,321,275,2407,0,28,14,0,0,2,26,26,52.16,14,162,305,135,37,2,159,142,0,0,,0,21.62,26,460,0,226,234,342,193,2,2,279,0,19,260,389,520,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
58,488641606,agno-agi/agno,2022,observed,2022-12-31,2022-05-04,mixed,medium,agent_framework,agent_building,Python,2022-11-08 15:06:15,2022-12-29 20:07:51,88,0,30,33,48,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,3,3,1.03,3,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
58,488641606,agno-agi/agno,2023,observed,2023-12-31,2022-05-04,mixed,medium,agent_framework,agent_building,Python,2023-01-01 03:52:42,2023-12-29 22:17:48,671,1,71,392,1066,0,0,0,0,0,0,0,,0,28,1,24,3,0,0,0,28,27,1,24,23.09,3,0,0,0,0,10,5,0,0,11,0,0,11,0,39,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
58,488641606,agno-agi/agno,2024,observed,2024-12-31,2022-05-04,mixed,medium,agent_framework,agent_building,Python,2024-01-01 13:51:33,2024-12-31 23:25:55,24965,57,17872,2195,18157,323,275,12,0,0,323,320,16.18,275,570,39,397,115,2,0,0,570,567,1.12,397,5.87,115,1205,0,11,1194,668,377,27,1,329,0,0,329,11,2416,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
58,488641606,agno-agi/agno,2025,observed,2025-12-31,2022-05-04,mixed,medium,agent_framework,agent_building,Python,2025-01-01 00:42:33,2025-12-31 23:58:05,42704,1406,16502,8318,29350,1156,842,66,0,0,1156,1156,6.31,841,1863,1199,1481,275,22,170,448,1693,1676,0.6,1137,4.03,267,4142,0,405,3737,4118,1138,28,17,3324,0,31,3293,884,9879,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
58,488641606,agno-agi/agno,2026,observed,2026-08-29,2022-05-04,mixed,medium,agent_framework,agent_building,Python,2026-01-01 00:37:31,2026-08-27 20:12:30,7802,679,1481,3254,0,138,60,1,0,0,138,138,12.97,60,355,652,169,220,6,355,303,0,0,,0,10.13,176,721,0,288,433,468,100,3,0,558,0,102,456,693,1027,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
59,946087422,Kilo-Org/kilocode,2022,not_public_yet,2022-12-31,2025-03-10,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
59,946087422,Kilo-Org/kilocode,2023,not_public_yet,2023-12-31,2025-03-10,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
59,946087422,Kilo-Org/kilocode,2024,not_public_yet,2024-12-31,2025-03-10,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
59,946087422,Kilo-Org/kilocode,2025,observed,2025-12-31,2025-03-10,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-03-10 16:26:12,2025-12-31 23:30:19,22857,1617,8952,4051,20172,910,299,20,0,1,909,849,3.72,299,1164,1396,921,183,11,333,606,831,596,0.09,449,2.63,169,2798,0,901,1897,1854,754,27,274,1281,0,419,862,1927,4499,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
59,946087422,Kilo-Org/kilocode,2026,observed,2026-08-29,2025-03-10,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:13:44,2026-08-28 12:23:16,14530,1291,2576,4816,0,441,276,5,0,22,419,441,66.14,275,585,1179,337,330,7,585,572,0,0,,0,7.01,270,1898,0,929,969,1081,327,23,0,1088,0,718,370,2241,1758,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
60,1063641074,a2ui-project/a2ui,2022,not_public_yet,2022-12-31,2025-09-24,llm_native,high,agent_runtime_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
60,1063641074,a2ui-project/a2ui,2023,not_public_yet,2023-12-31,2025-09-24,llm_native,high,agent_runtime_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
60,1063641074,a2ui-project/a2ui,2024,not_public_yet,2024-12-31,2025-09-24,llm_native,high,agent_runtime_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
60,1063641074,a2ui-project/a2ui,2025,observed,2025-12-31,2025-09-24,llm_native,high,agent_runtime_infra,supporting_infrastructure,TypeScript,2025-09-28 23:16:39,2025-12-31 23:48:38,4599,649,3823,18,0,80,12,0,0,44,36,36,2.21,12,318,564,221,29,0,31,315,0,0,,0,1.15,28,30,0,6,24,17,10,0,0,13,0,0,13,365,73,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
60,1063641074,a2ui-project/a2ui,2026,observed,2026-08-29,2025-09-24,llm_native,high,agent_runtime_infra,supporting_infrastructure,TypeScript,2026-01-01 00:20:39,2026-08-28 05:40:58,7140,1959,2041,875,0,344,216,0,0,231,113,113,33.9,216,769,1514,531,241,0,157,751,0,0,,0,21.07,229,303,0,50,253,599,137,7,0,772,0,334,438,1366,804,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
61,1266212515,omnigent-ai/omnigent,2022,not_public_yet,2022-12-31,2026-06-11,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
61,1266212515,omnigent-ai/omnigent,2023,not_public_yet,2023-12-31,2026-06-11,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
61,1266212515,omnigent-ai/omnigent,2024,not_public_yet,2024-12-31,2026-06-11,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
61,1266212515,omnigent-ai/omnigent,2025,not_public_yet,2025-12-31,2026-06-11,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
61,1266212515,omnigent-ai/omnigent,2026,observed,2026-08-29,2026-06-11,llm_native,high,agent_framework,agent_building,Python,2026-06-13 01:34:39,2026-08-28 10:57:19,2414,0,318,1739,0,12,5,0,0,0,12,12,21.76,5,63,0,0,4,0,63,0,0,0,,0,,0,100,0,53,47,40,12,2,0,14,0,12,2,65,61,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
62,573661753,activepieces/activepieces,2022,observed,2022-12-31,2022-12-03,mixed,high,agent_framework,agent_building,TypeScript,2022-12-07 15:24:17,2022-12-31 21:20:33,652,8,97,276,1393,39,11,3,0,0,39,12,1.07,11,97,7,74,6,0,0,6,91,77,0,74,4.96,6,18,0,0,18,21,11,0,10,10,0,0,10,6,158,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
62,573661753,activepieces/activepieces,2023,observed,2023-12-31,2022-12-03,mixed,high,agent_framework,agent_building,TypeScript,2023-01-01 07:33:23,2023-12-31 21:57:54,21602,207,5764,4633,39812,1490,749,16,0,0,1490,750,6.22,749,1790,128,1522,151,10,0,106,1684,1411,0.04,1522,1.39,151,3497,0,2067,1430,1193,613,103,225,640,0,12,628,2185,5232,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
62,573661753,activepieces/activepieces,2024,observed,2024-12-31,2022-12-03,mixed,high,agent_framework,agent_building,TypeScript,2024-01-01 00:19:36,2024-12-31 23:58:49,23082,184,5415,5526,851079,665,565,20,0,27,638,507,14.11,565,2210,138,1913,171,19,0,103,2107,1338,0.02,1913,0.63,171,4685,0,3153,1532,1189,672,79,365,556,0,26,530,3309,4807,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
62,573661753,activepieces/activepieces,2025,observed,2025-12-31,2022-12-03,mixed,high,agent_framework,agent_building,TypeScript,2025-01-01 00:01:17,2025-12-31 23:42:29,62508,1809,8253,39211,189016,831,603,27,0,159,672,435,10.31,603,2220,1665,1687,469,21,280,736,1829,801,0.06,1208,1.98,459,6410,0,4075,2335,1080,687,51,773,523,0,69,454,5048,5290,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
62,573661753,activepieces/activepieces,2026,observed,2026-08-29,2022-12-03,mixed,high,agent_framework,agent_building,TypeScript,2026-01-01 00:32:24,2026-08-27 12:30:33,44710,894,941,40096,0,54,59,8,0,3,51,54,207.83,59,449,881,282,207,3,449,417,0,0,,0,28.03,158,698,0,426,272,467,145,5,0,508,0,428,80,1274,403,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
63,176982014,NVIDIA/Megatron-LM,2022,observed,2022-12-31,2019-03-21,llm_native,high,model_infra,supporting_infrastructure,Python,2022-01-02 11:42:30,2022-12-31 09:06:45,1373,3,1145,19,1067,66,20,1,0,0,66,66,3.43,20,32,0,7,11,0,0,0,32,32,59.73,7,0,11,84,0,0,84,1,0,0,0,1,0,0,1,0,183,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
63,176982014,NVIDIA/Megatron-LM,2023,observed,2023-12-31,2019-03-21,llm_native,high,model_infra,supporting_infrastructure,Python,2023-01-01 00:25:12,2023-12-31 19:58:42,6516,36,4360,170,3300,213,221,110,0,0,213,212,208.38,221,152,13,20,87,35,0,0,152,150,1.12,20,42.96,87,1054,0,413,641,38,0,0,2,38,0,0,38,413,1044,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
63,176982014,NVIDIA/Megatron-LM,2024,observed,2024-12-31,2019-03-21,llm_native,high,model_infra,supporting_infrastructure,Python,2024-01-01 01:51:34,2024-12-31 22:42:40,7209,24,4401,519,7958,387,331,13,0,0,387,387,312.33,331,171,12,7,95,3,0,0,171,170,1.24,7,14.42,95,1330,0,357,973,33,4,0,2,36,0,0,36,357,1567,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
63,176982014,NVIDIA/Megatron-LM,2025,observed,2025-12-31,2019-03-21,llm_native,high,model_infra,supporting_infrastructure,Python,2025-01-01 01:27:22,2025-12-31 23:30:57,11249,609,3515,2196,2095,338,208,44,0,0,338,334,136.73,208,430,558,182,242,22,291,298,139,127,0,3,91.56,217,2150,0,660,1490,860,382,19,9,606,0,8,598,966,2565,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
63,176982014,NVIDIA/Megatron-LM,2026,observed,2026-08-29,2019-03-21,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-01 02:54:51,2026-08-28 08:43:24,11586,798,828,3710,0,59,61,1,0,0,59,59,136.89,61,408,776,297,143,7,406,359,0,0,,0,16.85,119,2048,0,418,1630,1481,627,35,5,1145,0,139,1006,916,2695,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
64,1157102282,diegosouzapw/OmniRoute,2022,not_public_yet,2022-12-31,2026-02-13,llm_native,high,model_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
64,1157102282,diegosouzapw/OmniRoute,2023,not_public_yet,2023-12-31,2026-02-13,llm_native,high,model_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
64,1157102282,diegosouzapw/OmniRoute,2024,not_public_yet,2024-12-31,2026-02-13,llm_native,high,model_infra,supporting_infrastructure,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
